,nombreVoluntario,serviciosDisponibles,estrellas,opinion,nombreMiembro,fotoMiembro
2906,Joel Llabrés,"['Amigos y Ocio', 'El día a día', 'Burocracia']",5,"Gracias, ha sido toda una experiencia",Agapito Gibert,perfil_4mh.png
2907,Nico Montenegro,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",3,Ha estado muy bien,Adelardo Perales,perfil_13mm.png
2908,Teodora Berrocal,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",2,No ha podido ayudarme en lo que necesitaba,Clotilde Torrents,perfil_8mm.png
2909,Emiliano Contreras,"['Amigos y Ocio', 'Burocracia']",4,No puedo estar más agradecida,Susanita Sancho,perfil_13mm.png
2910,Jerónimo Piñol,['El día a día'],3,No hemos terminado de congeniar pero ha estado bien,Tomasa Muñoz,perfil_1mm.png
2911,Joaquina Corominas,"['El día a día', 'Burocracia', 'Servicios del Municipio']",5,No hubiera podido estar más feliz,Ruth Cuervo,perfil_10mh.png
2912,Lara Gargallo,"['Nuevas Tecnologías', 'Salud', 'El día a día']",2,No ha podido ayudarme en lo que necesitaba,Octavia Sanmiguel,perfil_13mm.png
2913,Bernardo Ribera,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",5,No hubiera podido estar más feliz,Teófilo Santamaría,perfil_13mm.png
2914,Saturnino Muro,"['Nuevas Tecnologías', 'Servicios del Municipio']",4,No hubiera podido está más feliz,Lidia Gutierrez,perfil_9mm.png
2915,Candela Solano,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,No me entendía,Consuelo Torrent,perfil_10mh.png
2916,Severo Barrios,"['Nuevas Tecnologías', 'Amigos y Ocio']",3,Gracias,Anabel Barberá,perfil_9mm.png
2917,Hilario Rivera,"['Salud', 'El día a día']",4,No puedo estar más agradecida,Nazario Rosado,perfil_8mm.png
2918,Roque Aller,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",5,No hubiera podido estar más feliz,Daniela Lago,perfil_12mh.png
2919,Rocío Pintor,"['Salud', 'El día a día']",5,No hubiera podido estar más feliz,Griselda Ureña,perfil_13mm.png
2920,Albina Aguado,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",2,Es amable aunque no divertida,Aura Ortiz,perfil_9mm.png
2921,Pastor Porta,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",3,Me acompañó en lo que necesitaba,Irma Vazquez,perfil_6mh.png
2922,Reyna Rius,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",4,Es un encanto y me ayudó a hablar con mis nietos,Eleuterio Hernando,perfil_4mh.png
2923,Bárbara Torrents,['Servicios del Municipio'],1,No es muy habladora,Virgilio Nogueira,perfil_7mh.png
2924,Isidoro Llamas,"['Salud', 'Burocracia', 'Servicios del Municipio']",2,No terminó de ayudarme,Laura Español,perfil_1mm.png
2925,Tristán Andres,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",4,Es un encanto y me ayudó a hablar con mis nietos,Guillermo Ropero,perfil_13mm.png
2926,Roque Navarrete,['Nuevas Tecnologías'],5,"Gracias, ha sido toda una experiencia",Georgina Andrade,perfil_1mm.png
2927,Guiomar Quiroga,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",4,No puedo estar más agradecida,Tomás Vicente,perfil_8mm.png
2928,Lourdes Solsona,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,No pudo ayudarme,Valentina Baró,perfil_9mm.png
2929,Zaira Amores,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",4,No hubiera podido está más feliz,Cosme Robledo,perfil_12mh.png
2930,Victoria Prada,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",4,No puedo estar más agradecida,Toribio Barceló,perfil_13mm.png
2931,Dora Blanes,"['Amigos y Ocio', 'El día a día']",1,Tuvo muy poca paciencia,Emelina Guzman,perfil_7mh.png
2932,Fernanda Cerdá,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",2,Es amable aunque no divertida,Sancho Torrens,perfil_10mh.png
2933,Roxana Serrano,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,No me pudo acompañar donde yo quería,Joaquín Terrón,perfil_10mh.png
2934,Germán Juan,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",4,No puedo estar más agradecida,Gustavo Rocamora,perfil_12mh.png
2935,Reynaldo Morán,"['Salud', 'Servicios del Municipio']",5,Fue un día estupendo,Julia Cárdenas,perfil_6mh.png
2936,Héctor Morillo,"['El día a día', 'Burocracia', 'Servicios del Municipio']",2,No terminó de ayudarme,Blas Santamaria,perfil_4mh.png
2937,Nicolás Robles,"['Amigos y Ocio', 'El día a día']",2,No terminó de ayudarme,Joan Caballero,perfil_1mm.png
2938,José Antonio Azorin,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",2,Es amable aunque no divertida,Amanda Coronado,perfil_13mm.png
2939,Pancho Gomez,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",5,Fue un día estupendo,Amador Mosquera,perfil_7mh.png
2940,Florentina Arjona,"['Salud', 'Servicios del Municipio']",1,No sabía lo que le pedía,Remigio Tamayo,perfil_14mm.png
2941,Marisela Anguita,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,No pudo ayudarme,Victoriano Ferrández,perfil_12mh.png
2942,Jose Miguel Almagro,"['Nuevas Tecnologías', 'Burocracia']",3,Me ha ayudado mucho,Baudelio Barriga,perfil_1mm.png
2943,Ester Gómez,"['Nuevas Tecnologías', 'Burocracia']",5,Qué bien que pudo ayudarme con mis papeles,Heliodoro Aguiló,perfil_4mh.png
2944,Edmundo Gibert,"['Nuevas Tecnologías', 'Servicios del Municipio']",2,Es amable aunque no divertida,Dimas Feijoo,perfil_9mm.png
2945,Adela Jaén,"['Salud', 'Amigos y Ocio']",4,No hubiera podido está más feliz,Juanito Oller,perfil_14mm.png
2946,María Fernanda Peinado,"['Salud', 'Amigos y Ocio']",1,Al final tuvo que irse antes,Hermenegildo Gonzalez,perfil_8mm.png
2947,Florencio Céspedes,['Salud'],1,No habla mucho,América Briones,perfil_13mm.png
2948,María Amigó,"['Salud', 'Burocracia']",4,Fue un día estupendo,Edelmiro Cantón,perfil_6mh.png
2949,Úrsula Perez,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",4,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Calista Ochoa,perfil_8mm.png
2950,Régulo Fiol,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Me lo he pasado bien,Teodosio Bayón,perfil_6mh.png
2951,Carlos Herrero,"['El día a día', 'Burocracia', 'Servicios del Municipio']",4,No puedo estar más agradecida,Amaro Peral,perfil_13mm.png
2952,Cristian Mata,"['Amigos y Ocio', 'Servicios del Municipio']",1,No habla mucho,Isaura Riquelme,perfil_13mm.png
2953,Remedios Armengol,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",2,No ha ido mal,Valerio Bayona,perfil_13mm.png
2954,Ovidio Velasco,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Eduardo Villaverde,perfil_10mh.png
2955,Flora Nogueira,"['Nuevas Tecnologías', 'El día a día']",1,No me ayudó nada,Marita Blanch,perfil_8mm.png
2956,Albano Trillo,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,No me pudo acompañar donde yo quería,Chita Segovia,perfil_13mm.png
2957,Curro Rosselló,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",2,El servicio no estuvo mal,Febe Vizcaíno,perfil_7mh.png
2958,Porfirio Segura,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",2,No terminó de ayudarme,Heliodoro Benavides,perfil_4mh.png
2959,Laura Rozas,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",2,Está normal,Eulalia Torre,perfil_4mh.png
2960,Gabriel Vélez,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",5,Qué bien que pudo ayudarme con mis papeles,Juanita Tomé,perfil_9mm.png
2961,Florina León,['Nuevas Tecnologías'],2,Está normal,Adora Roldán,perfil_7mh.png
2962,Encarnación Tomás,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",3,Me ayudó en lo que necesitaba,Ignacio Canals,perfil_8mm.png
2963,Adela Ruano,"['Salud', 'Servicios del Municipio']",2,Es amable aunque no divertida,Rosalía Aliaga,perfil_1mm.png
2964,Paola Ledesma,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",3,Me ha ayudado mucho,Ramiro Perea,perfil_7mh.png
2965,Mohamed Higueras,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",5,Me ayudó mucho en casa,Magdalena Dominguez,perfil_12mh.png
2966,Paulina Bolaños,['Burocracia'],1,No sabía lo que le pedía,Remedios Reina,perfil_6mh.png
2967,León Sanmartín,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",2,El servicio no estuvo mal,Juan Manuel Rios,perfil_9mm.png
2968,Jose Francisco Andrade,"['Nuevas Tecnologías', 'Salud', 'El día a día']",3,Bien,Demetrio Guillén,perfil_13mm.png
2969,Ana Belén Morcillo,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",5,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Mamen Álvarez,perfil_4mh.png
2970,Germán Torrent,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",4,No hubiera podido está más feliz,Olegario Barreda,perfil_13mm.png
2971,Ibán Pacheco,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,No me arregló los papeles,Ileana Morales,perfil_10mh.png
2972,Nayara Jordán,"['Nuevas Tecnologías', 'Burocracia']",4,Es un encanto y me ayudó a hablar con mis nietos,Amador Llopis,perfil_voluntario_6.png
2973,Noé Losa,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,Tuvo muy poca paciencia,Emilio Calatayud,perfil_voluntaria_2.png
2974,Silvia Llorente,['El día a día'],3,Bien,Dominga Roca,perfil_voluntaria_10.png
2975,Cayetana Agustín,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",5,Me ayudó mucho en casa,Ciro Gil,perfil_voluntario_2.png
2976,Asunción Feijoo,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",2,Está normal,Joan Vazquez,perfil_voluntario_7.png
2977,Che Hernández,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",4,No puedo estar más agradecida,Eligia Amor,perfil_11vm.png
2978,Lola Hernandez,"['Salud', 'El día a día']",5,Me ayudó mucho en casa,Chelo Flor,perfil_voluntario_5.png
2979,Jessica Tamayo,"['El día a día', 'Servicios del Municipio']",2,No ha ido mal,Lilia Rivas,perfil_voluntario_8.png
2980,Flavia Tudela,"['Nuevas Tecnologías', 'Amigos y Ocio']",4,Es un encanto y me ayudó a hablar con mis nietos,Nydia Agudo,perfil_voluntaria_8.png
2981,Victorino Alemany,"['Amigos y Ocio', 'Burocracia']",1,No es muy habladora,Martina Cuervo,perfil_voluntario_7.png
2982,Ciro Mariscal,['El día a día'],5,"Gracias, ha sido toda una experiencia",José Rocamora,perfil_voluntaria_6.png
2983,Ismael Hervia,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",4,No hubiera podido está más feliz,Ildefonso Navarro,perfil_voluntaria_3.png
2984,Mariano Roig,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,No me arregló los papeles,Plinio Núñez,perfil_voluntaria_8.png
2985,Marcia Ortiz,"['Nuevas Tecnologías', 'Salud']",2,Ha llegado tarde,Elisabet Lamas,perfil_voluntaria_8.png
2986,Julia Santiago,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,Tuvo muy poca paciencia,Noemí Aroca,perfil_voluntario_5.png
2987,Kike Medina,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,No sabía lo que le pedía,Brunilda Casanovas,perfil_voluntaria_6.png
2988,José Gual,['Nuevas Tecnologías'],2,"Bueno, podría mejorar",Ágata Pinedo,perfil_voluntaria_1.png
2989,Dionisio Fernández,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",5,"Gracias, ha sido toda una experiencia",Julie Baños,perfil_voluntario_9.png
2990,Maximiano Carreras,"['Salud', 'Amigos y Ocio']",3,No hemos terminado de congeniar pero ha estado bien,Artemio Goñi,perfil_voluntaria_1.png
2991,Manuelita Esteve,"['Salud', 'El día a día', 'Servicios del Municipio']",1,Tuvo muy poca paciencia,María Teresa Mancebo,perfil_voluntario_10.png
2992,Gregorio Gascón,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,El día podría haber estado mejor,Cebrián Guerrero,perfil_voluntario_10.png
2993,Mamen Tomé,['Salud'],4,Fue un día estupendo,Fabiola Patiño,perfil_3vh.png
2994,Leonel Zamorano,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",3,Gran dia,Fermín Pellicer,perfil_11vm.png
2995,Edelmira Luna,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",2,Ha llegado tarde,Judith Bellido,perfil_voluntario_1.png
2996,Cornelio Ferrera,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",2,El servicio no estuvo mal,Emelina Donoso,perfil_voluntaria_7.png
2997,Manu Gordillo,"['Amigos y Ocio', 'Servicios del Municipio']",2,No terminó de ayudarme,Bibiana Hierro,perfil_2vm.png
2998,Poncio Alcalá,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",5,Me ayudó mucho en casa,Fernando Sevilla,perfil_voluntario_7.png
2999,Leandra Castañeda,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,No me entendía,Isidora Morata,perfil_voluntario_2.png
3000,Leocadio Arroyo,['Salud'],2,Es amable aunque no divertida,Jenaro Antón,perfil_voluntaria_10.png
3001,Baltasar Manzano,"['Nuevas Tecnologías', 'Salud', 'El día a día']",4,No puedo estar más agradecida,Noa Moles,perfil_voluntario_6.png
3002,José Cases,['Nuevas Tecnologías'],2,"Bueno, podría mejorar",Blas Galván,perfil_voluntario_8.png
3003,Felicia Alberola,"['Burocracia', 'Servicios del Municipio']",5,Encantado con toda la ayuda que he recibido,Xiomara Miranda,perfil_voluntario_2.png
3004,Consuela Luís,"['Nuevas Tecnologías', 'Servicios del Municipio']",4,No puedo estar más agradecida,Ruy Segarra,perfil_voluntario_2.png
3005,Adora Tejero,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,No me ayudó nada,Marcela Jódar,perfil_5vh.png
3006,Valero Niño,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",2,Ha llegado tarde,Margarita Romero,perfil_voluntario_8.png
3007,Gerónimo Aznar,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,Fue un día estupendo,Araceli Uriarte,perfil_voluntario_8.png
3008,José Antonio Tejedor,"['Amigos y Ocio', 'Burocracia']",5,Encantado con toda la ayuda que he recibido,Ciriaco Arévalo,perfil_5vh.png
3009,Danilo Bas,"['Nuevas Tecnologías', 'Burocracia']",5,Fue un día estupendo,Rosalinda Canals,perfil_voluntaria_3.png
3010,Salvador Téllez,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",3,Ha estado muy bien,Rogelio Pizarro,perfil_11vm.png
3011,Candelario Baeza,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",2,Ha llegado tarde,Débora Solé,perfil_3vh.png
3012,Evaristo Mateu,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",4,Fue un día estupendo,Benigna Iglesias,perfil_2vm.png
3013,Che Carrasco,"['Salud', 'Amigos y Ocio']",5,Es un encanto y me ayudó a hablar con mis nietos,Carolina Alberdi,perfil_voluntario_8.png
3014,Celestina Rico,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,Fue un día estupendo,Wilfredo Acero,perfil_voluntaria_1.png
3015,Eloísa Gonzalez,"['Amigos y Ocio', 'Burocracia']",1,El día podría haber estado mejor,Angelita Escalona,perfil_voluntaria_7.png
3016,Maura Sanjuan,"['Burocracia', 'Servicios del Municipio']",1,Llegó tarde,Sabina Martín,perfil_voluntaria_3.png
3017,Violeta Martinez,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",5,"Gracias, ha sido toda una experiencia",Emelina Coronado,perfil_11vm.png
3018,Rosalina Romeu,"['Salud', 'Burocracia']",4,No puedo estar más agradecida,Raúl Cuéllar,perfil_voluntaria_10.png
3019,Marcos Barrena,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",3,Es muy amable,Calista Abascal,perfil_voluntario_6.png
3020,Emilia Cabezas,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,Tuvo muy poca paciencia,Elena Morante,perfil_voluntaria_10.png
3021,María Carmen Galiano,"['El día a día', 'Servicios del Municipio']",5,Sin duda seguiré utilizando este servicio,Jose Barco,perfil_5vh.png
3022,Eufemia Bertrán,['Burocracia'],3,Me lo he pasado bien,Eduardo Talavera,perfil_voluntaria_2.png
3023,Faustino Heredia,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",2,Es amable aunque no divertida,Juan Manuel Álamo,perfil_voluntario_9.png
3024,Fulgencio Benavides,"['Nuevas Tecnologías', 'Salud']",4,No puedo estar más agradecida,Salud Rocha,perfil_voluntaria_9.png
3025,Faustino Acedo,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Héctor Font,perfil_voluntaria_8.png
3026,Sebastian Soriano,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",4,Fue un día estupendo,Leyre Mesa,perfil_voluntario_2.png
3027,Lupe Antúnez,"['Salud', 'Burocracia', 'Servicios del Municipio']",2,Puede mejorar,Urbano Villar,perfil_voluntario_7.png
3028,Jesús Maldonado,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",3,Me lo he pasado bien,Vito Carrillo,perfil_voluntaria_8.png
3029,Lara Guillen,"['Salud', 'Servicios del Municipio']",5,No puedo estar más agradecida,Dionisia Giménez,perfil_voluntario_7.png
3030,Ámbar Figuerola,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",4,No hubiera podido está más feliz,Adrián Belda,perfil_voluntario_8.png
3031,Teodoro Cardona,"['Nuevas Tecnologías', 'Salud']",2,El servicio no estuvo mal,Laura Barral,perfil_voluntario_5.png
3032,Candelas Larrañaga,"['El día a día', 'Burocracia']",1,Llegó tarde,Jenaro Bauzà,perfil_voluntario_10.png
3033,Pascuala Cisneros,"['Nuevas Tecnologías', 'Amigos y Ocio']",4,Es un encanto y me ayudó a hablar con mis nietos,Jordán Lopez,perfil_3vh.png
3034,Calixto Barreda,"['Nuevas Tecnologías', 'Servicios del Municipio']",3,Ha estado bien,Haydée Torralba,perfil_voluntaria_6.png
3035,Fito Malo,"['Amigos y Ocio', 'El día a día', 'Burocracia']",3,Ha podido ayudarme en algunas cosas,Loreto Suárez,perfil_voluntaria_8.png
3036,Valentín Casanova,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",5,No hubiera podido estar más feliz,Jose Carlos Ramírez,perfil_3vh.png
3037,Adelina Vall,"['Nuevas Tecnologías', 'El día a día']",1,Llegó tarde,Goyo Busquets,perfil_11vm.png
3038,Calista Uribe,"['Burocracia', 'Servicios del Municipio']",5,"Gracias, ha sido toda una experiencia",Cleto Rosa,perfil_voluntario_5.png
3039,Urbano Bernat,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,No sabía lo que le pedía,Benjamín Quevedo,perfil_voluntaria_7.png
3040,Elba Rosales,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",2,"Bueno, podría mejorar",Luisa Nicolau,perfil_voluntario_6.png
3041,Macaria Mora,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",5,Fue un día estupendo,Nereida Canales,perfil_voluntaria_1.png
3042,Elisabet Ibáñez,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,"Es un sol, me ayudó a desbloquear el móvil y lo arregló",Goyo Sanabria,perfil_11vm.png
3043,Amancio Bravo,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",5,No puedo estar más agradecida,Enrique Español,perfil_voluntario_9.png
3044,Jenaro Almansa,"['Amigos y Ocio', 'El día a día', 'Burocracia']",4,Fue un día estupendo,Josep Benet,perfil_voluntario_6.png
3045,María Del Carmen Leon,"['Amigos y Ocio', 'El día a día', 'Burocracia']",2,El servicio no estuvo mal,Venceslás Cabañas,perfil_voluntario_5.png
3046,Corona Díez,"['Salud', 'El día a día']",3,Es muy amable,Flavio Ramos,perfil_11vm.png
